1/1/2025-12/31/2025,BWell 1|Flow Mgd,BWell 2|Flow Mgd,BWell 3|Flow Mgd,BWell 4|Flow Mgd,BWell 5|Flow Mgd,BWell 6|Flow Mgd,BWell 7|Flow Mgd,BWell 8|Flow Mgd,BWell 9|Flow Mgd,BWell 10|Flow Mgd,BWell 11|Flow Mgd,BWell 12|Flow Mgd,BWell 13|Flow Mgd,BWP|Flow Mgd|MGD|Formula
11/13/2025,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0.0238
11/14/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2025,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035
12/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/2025,0.039,0,0.015,0.022,0,0.035,0,0.018,0,0.038,0.017,0.025,0.033,0.2418
12/17/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,162.493,0.000,10.164,34.027,0.000,71.374,0.419,41.045,7.636,47.305,26.254,20.828,18.964,440.5085
Avg,0.445,0.000,0.028,0.093,0.000,0.196,0.001,0.112,0.021,0.130,0.072,0.057,0.052,1.2069
Max,2.383,0.000,0.776,1.302,0.000,1.918,0.245,1.260,0.746,2.314,1.339,1.346,1.653,8.5411
Min,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000
